STATUS,unique_id,title,meets_inclusion_criteria,source,professional_medical_society_code,professional_medical_society,link,publication_reaffirmation_date,year,doi
Published,3029,Laboratory diagnosis of G6PD deficiency. A British Society for Haematology guideline.,FALSE,"Roper D, Layton M, Rees D, Lambert C, Vulliamy T, De la Salle B, D Souza C. Laboratory diagnosis of G6PD deficiency. A British Society for Haematology guideline. Br J Haematol. 2020 Apr;189(1) 24-38. [PubMed](https //pubmed.ncbi.nlm.nih.gov/31991476/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.16366,2020 Apr,2020,10.1111/bjh.16366
Published,3030,Guidelines on the use of prophylactic factor replacement for children and adults with haemophilia A and B.,FALSE,"Rayment R, Chalmers E, Forsyth K, Gooding R, Kelly AM, Shapiro S, Talks K, Tunstall O, Biss T. Guidelines on the use of prophylactic factor replacement for children and adults with haemophilia A and B. Br J Haematol. 2020 Sep;190(5) 684-695. [PubMed](https //pubmed.ncbi.nlm.nih.gov/32390158/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.16704,2020 Sep,2020,10.1111/bjh.16704
Published,3031,The prevention of central nervous system relapse in diffuse large B-cell lymphoma  a British Society for Haematology good practice paper.,FALSE,"McKay P, Wilson MR, Chaganti S, Smith J, Fox CP, Cwynarski K. The prevention of central nervous system relapse in diffuse large B-cell lymphoma  a British Society for Haematology good practice paper. Br J Haematol. 2020 Sep;190(5) 708-714.  [40 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32433789/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.16866,2020 Sep,2020,10.1111/bjh.16866
Published,3032,Guidelines on the laboratory aspects of assays used in haemostasis and thrombosis.,FALSE,"Baker P, Platton S, Gibson C, Gray E, Jennings I, Murphy P, Laffan M. Guidelines on the laboratory aspects of assays used in haemostasis and thrombosis. Br J Haematol. 2020 Nov;191(3) 347-362.  [157 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32537743/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.16776,2020 Nov,2020,10.1111/bjh.16776
Published,3033,The investigation and management of follicular lymphoma.,FALSE,"Christopher McNamara C, Silvia Montoto S, Toby A Eyre TA, Kirit Ardeshna K, Cathy Burton C, Tim Illidge T, Kim Linton K, Simon Rule S, William Townsend W, Wai L Wong WL, Pam McKay P. The investigation and management of follicular lymphoma. Br J Haematol. 2020 Nov;191(3) 363-381.  [122 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32579717/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.16872,2020 Nov,2020,10.1111/bjh.16872
Published,3034,A British Society for Haematology guideline on the diagnosis and management of chronic myeloid leukaemia.,FALSE,"Smith G, Apperley J, Milojkovic D, Cross NCP, Foroni L, Byrne J, Goringe A, Rao A, Khorashad J, de Lavallade H, Mead AJ, Osborne W, Plummer C, Jones G, Copland M. A British Society for Haematology guideline on the diagnosis and management of chronic myeloid leukaemia. Br J Haematol. 2020 Oct;191(2) 171-193.  [159 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32734668/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.16971,2020 Oct,2020,10.1111/bjh.16971
Published,3035,Guidelines on the use of irradiated blood components.,FALSE,"Foukaneli T, Kerr P, Bolton-Maggs PHB, Cardigan R, Coles A, Gennery A, Jane D, Kumararatne D, Manson A, New HV, Torpey N. Guidelines on the use of irradiated blood components. Br J Haematol. 2020 Dec;191(5) 704-724.  [140 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32808674/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17015,2020 Dec,2020,10.1111/bjh.17015
Published,3036,Guideline for diagnosis and management of hairy cell leukaemia (HCL) and hairy cell variant (HCL-V).,FALSE,"Parry-Jones N, Joshi A, Forconi F, Dearden C. Guideline for diagnosis and management of hairy cell leukaemia (HCL) and hairy cell variant (HCL-V). Br J Haematol. 2020 Dec;191(5) 730-737.  [58 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33053222/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17055,2020 Dec,2020,10.1111/bjh.17055
Published,3037,"Guidelines on the diagnosis, investigation and initial treatment of myeloma  a British Society for Haematology/UK Myeloma Forum guideline.",FALSE,"Sive J, Cuthill K, Hunter H, Kazmi M, Pratt G, Smith D. Guidelines on the diagnosis, investigation and initial treatment of myeloma  a British Society for Haematology/UK Myeloma Forum guideline. Br J Haematol. 2021 Apr;193(2) 245-268.  [209 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33748957/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17410,2021 Apr,2021,10.1111/bjh.17410
Published,3038,Front-line management of post-transplantation lymphoproliferative disorder in adult solid organ recipient patients — a British Society for Haematology guideline.,FALSE,"Shah N, Eyre TA, Tucker D, Kassam S, Parmar J, Featherstone C, Andrews P, Asgari E, Chaganti S, Menne TF, Fox CP, Pettit S, Suddle A, Bowles KM. Front-line management of post-transplantation lymphoproliferative disorder in adult solid organ recipient patients — a British Society for Haematology guideline. Br J Haematol. 2021 May;193(4) 727-740.  [124 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33877688/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17421,2021 May,2021,10.1111/bjh.17421
Published,3039,Preoperative patient blood management during the SARS-CoV-2 pandemic.,FALSE,"Hands K, Taylor C, Kotzé A, Richards T, Narayan S. Preoperative patient blood management during the SARS-CoV-2 pandemic. Br J Haematol. 2021 Jun;193(6) 1087-1092.  [30 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33959948/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17487,2021 Jun,2021,10.1111/bjh.17487
Published,3040,British Society for Haematology guidelines for the diagnosis and evaluation of prognosis of adult myelodysplastic syndromes.,FALSE,"Killick SB, Wiseman DH, Quek L, Cargo C, Culligan D, Enright H, Green S, Ingram W, Jones GL, Kell J, Krishnamurthy P, Kulasekararaj A, Mills J, Mufti G, Payne EM, Raghavan M, Stanworth SJ, Sternberg A, Bowen D. British Society for Haematology guidelines for the diagnosis and evaluation of prognosis of adult myelodysplastic syndromes. Br J Haematol. 2021 Jul;194(2) 282-293.  [53 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34137023/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17621,2021 Jul,2021,10.1111/bjh.17621
Published,3041,The management of Castleman disease.,FALSE,"Lomas OC, Streetly M, Pratt G, Cavet J, Royston D, Schey S, Ramasamy K. The management of Castleman disease. Br J Haematol. 2021 Nov;195(3) 328-337.  [65 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34340261/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17688,2021 Nov,2021,10.1111/bjh.17688
Published,3042,Cytomegalovirus serological testing in potential allogeneic haematopoietic stem cell transplant recipients  a British Society for Haematology good practice paper.,FALSE,"Morton S, Dignan F, Osman H, Potter M, Pagliuca T, Peggs KS. Cytomegalovirus serological testing in potential allogeneic haematopoietic stem cell transplant recipients  a British Society for Haematology good practice paper. Br J Haematol. 2021 Oct;195(1) 73-75.  [7 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34402059/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17754,2021 Oct,2021,10.1111/bjh.17754
Published,3043,"The use of genetic tests to diagnose and manage patients with myeloproliferative and myeloproliferative/myelodysplastic neoplasms, and related disorders.",FALSE,"Cross NCP, Godfrey AL, Cargo C, Garg M, Mead AJ. The use of genetic tests to diagnose and manage patients with myeloproliferative and myeloproliferative/myelodysplastic neoplasms, and related disorders. Br J Haematol. 2021 Nov;195(3) 338-351.  [130 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34409596/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17766,2021 Nov,2021,10.1111/bjh.17766
Published,3044,Management of sickle cell disease in pregnancy. A British Society for Haematology guideline.,FALSE,"Oteng-Ntim E, Pavord S, Howard R, Robinson S, Oakley L, Mackillop L, Pancham S, Howard J. Management of sickle cell disease in pregnancy. A British Society for Haematology guideline. Br J Haematol. 2021 Sep;194(6) 980-995.  [83 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34409598/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17671,2021 Sep,2021,10.1111/bjh.17671
Published,3045,Clinical and laboratory diagnosis of heritable platelet disorders in adults and children  a British Society for Haematology guideline.,FALSE,"Gomez K, Anderson J, Baker P, Biss T, Jennings I, Lowe G, Platton S. Clinical and laboratory diagnosis of heritable platelet disorders in adults and children  a British Society for Haematology guideline. Br J Haematol. 2021 Oct;195(1) 46-72.  [99 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34435350/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17690,2021 Oct,2021,10.1111/bjh.17690
Published,3046,Management of cardiovascular complications of bruton tyrosine kinase inhibitors.,FALSE,"Pek Sang Tang C, Lip GYH, McCormack T, Lyon AR, Hillmen P, Iyengar S, Martinez-Calle N, Parry-Jones N, Patten PEM, Schuh A, Walewska R. Management of cardiovascular complications of bruton tyrosine kinase inhibitors. Br J Haematol. 2022 Jan;196(1) 70-78.  [84 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34498258/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17788,2022 Jan,2022,10.1111/bjh.17788
Published,3047,Richter transformation of chronic lymphocytic leukaemia  a British Society for Haematology good practice paper.,FALSE,"Eyre TA, Riches JC, Patten PEM, Walewska R, Marr H, Follows G, Hillmen P, Schuh AH. Richter transformation of chronic lymphocytic leukaemia  a British Society for Haematology good practice paper. Br J Haematol. 2022 Feb;196(4) 864-870.  [52 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34607388/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17882,2022 Feb,2022,10.1111/bjh.17882
Published,3048,Guidelines for the monitoring and management of iron overload in patients with haemoglobinopathies and rare anaemias.,FALSE,"Shah FT, Porter JB, Sadasivam N, Kaya B, Moon JC, Velangi M, Ako E, Pancham S. Guidelines for the monitoring and management of iron overload in patients with haemoglobinopathies and rare anaemias. Br J Haematol. 2022 Jan;196(2) 336-350.  [95 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34617272/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17839,2022 Jan,2022,10.1111/bjh.17839
Published,3049,Guideline for the laboratory diagnosis of iron deficiency in adults (excluding pregnancy) and children.,FALSE,"Fletcher A, Forbes A, Svenson N, Thomas DW. Guideline for the laboratory diagnosis of iron deficiency in adults (excluding pregnancy) and children. Br J Haematol. 2022 Feb;196(3) 523-529.  [56 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34693519/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17900,2022 Feb,2022,10.1111/bjh.17900
Published,3050,Guidelines for the management of mature T- and natural killer-cell lymphomas (excluding cutaneous T-cell lymphoma)  a British Society for Haematology guideline.,FALSE,"Fox CP, Ahearne MJ, Pettengell R, Dearden C, El-Sharkawi D, Kassam S, Cook L, Cwynarski K, Illidge T, Collins G. Guidelines for the management of mature T- and natural killer-cell lymphomas (excluding cutaneous T-cell lymphoma)  a British Society for Haematology guideline. Br J Haematol. 2022 Feb;196(3) 507-522.  [160 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34811725/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.17951,2022 Feb,2022,10.1111/bjh.17951
Published,3051,Diagnosis and management of Waldenström macroglobulinaemia—a British Society for Haematology guideline.,FALSE,"Pratt G, El-Sharkawi D, Kothari J, D Sa S, Auer R, McCarthy H, Krishna R, Miles O, Kyriakou C, Owen R. Diagnosis and management of Waldenström macroglobulinaemia—a British Society for Haematology guideline. Br J Haematol. 2022 Apr;197(2) 171-187.  [147 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35020191/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18036,2022 Apr,2022,10.1111/bjh.18036
Published,3052,Guideline for the first-line management of Classical Hodgkin Lymphoma — a British Society for Haematology guideline.,FALSE,"Follows GA, Barrington SF, Bhuller KS, Culligan DJ, Cutter DJ, Gallop-Evans E, Kassam S, Osborne W, Sadullah S, Townsend W, Uttenthal BJ, Collins GP. Guideline for the first-line management of Classical Hodgkin Lymphoma — a British Society for Haematology guideline. Br J Haematol. 2022 Jun;197(5) 558-572.  [99 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35191541/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18083,2022 Jun,2022,10.1111/bjh.18083
Published,3053,British Society for Haematology guidelines for the laboratory diagnosis of malaria.,FALSE,"Rogers CL, Bain BJ, Garg M, Fernandes S, Mooney C, Chiodini PL. British Society for Haematology guidelines for the laboratory diagnosis of malaria. Br J Haematol. 2022 May;197(3) 271-282.  [40 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35262915/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18092,2022 May,2022,10.1111/bjh.18092
Published,3054,Guideline for the treatment of chronic lymphocytic leukaemia.,FALSE,"Walewska R, Parry-Jones N, Eyre TA, Follows G, Martinez-Calle N, McCarthy H, Parry H, Patten PEM, Riches JC, Hillmen P, Schuh AH. Guideline for the treatment of chronic lymphocytic leukaemia. Br J Haematol. 2022 Jun;197(5) 544-557.  [82 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35313007/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18075,2022 Jun,2022,10.1111/bjh.18075
Published,3055,Thrombophilia testing  a British Society for Haematology guideline.,FALSE,"Arachchillage DJ, Mackillop L, Chandratheva A, Motawani J, MacCallum P, Laffan M. Thrombophilia testing  a British Society for Haematology guideline. Br J Haematol. 2022 Aug;198(3) 443-458.  [176 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35645034/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18239,2022 Aug,2022,10.1111/bjh.18239
Published,3056,The use of next-generation sequencing in the diagnosis of rare inherited anaemias  a Joint BSH/EHA good practice paper.,FALSE,"Roy NBA, Da Costa L, Russo R, Bianchi P, Del Mar Mañú-Pereira M, Fermo E, Andolfo I, Clark B, Proven M, Sanchez M, van Wijk R, van der Zwaag B, Layton M, Rees D, Iolascon A. The use of next-generation sequencing in the diagnosis of rare inherited anaemias  a Joint BSH/EHA good practice paper. Br J Haematol. 2022 Aug;198(3) 459-477.  [25 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35661144/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18191,2022 Aug,2022,10.1111/bjh.18191
Published,3057,Haematological management of major haemorrhage  a British Society for Haematology guideline.,FALSE,"Stanworth SJ, Dowling K, Curry N, Doughty H, Hunt BJ, Fraser L, Narayan S, Smith J, Sullivan I, Green L. Haematological management of major haemorrhage  a British Society for Haematology guideline. Br J Haematol. 2022 Aug;198(4) 654-667.  [154 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35687716/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18275,2022 Aug,2022,10.1111/bjh.18275
Published,3058,Haematological evaluation of bruising and bleeding in children undergoing child protection investigation for possible physical maltreatment  a British Society for Haematology good practice paper.,FALSE,"Biss T, Sibson K, Baker P, Macartney C, Grayson C, Grainger J, Chalmers E, Dixon S. Haematological evaluation of bruising and bleeding in children undergoing child protection investigation for possible physical maltreatment  a British Society for Haematology good practice paper. Br J Haematol. 2022 Oct;199(1) 45-53.  [41 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35881677/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18361,2022 Oct,2022,10.1111/bjh.18361
Published,3059,Management of older patients with frailty and acute myeloid leukaemia  a British Society for Haematology good practice paper.,FALSE,"Dennis M, Copland M, Kaur H, Kell J, Nikolousis E, Mehta P, Palanicawandar R, Potter V, Raj K, Thomas I, Wilson A. Management of older patients with frailty and acute myeloid leukaemia  a British Society for Haematology good practice paper. Br J Haematol. 2022 Oct;199(2) 205-221.  [101 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36000944/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18369,2022 Oct,2022,10.1111/bjh.18369
Published,3060,Recommendations for laboratory testing of UK patients with acute myeloid leukaemia.,FALSE,"Mehta P, Telford N, Wragg C, Dillon R, Freeman S, Finnegan D, Hamblin A, Copland M, Knapper S. Recommendations for laboratory testing of UK patients with acute myeloid leukaemia. Br J Haematol. 2023 Jan;200(2) 150-159.  [32 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36278472/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18516,2023 Jan,2023,10.1111/bjh.18516
Published,3061,Management of secondary central nervous system lymphoma.,FALSE,"Cwynarski K, Cummin T, Osborne W, Lewis J, Chaganti S, Smith J, Linton K, Greaves P, McKay P, Fox CP. Management of secondary central nervous system lymphoma. Br J Haematol. 2023 Jan;200(2) 160-169.  [52 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36408800/  PubMed )","[5dd60ff5d6169848fcd252693cfcc7f3,]","[British Society for Haematology (BSH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/bjh.18539,2023 Jan,2023,10.1111/bjh.18539
Published,3083,European Academy of Neurology/Peripheral Nerve Society guideline on diagnosis and treatment of chronic inflammatory demyelinating polyradiculoneuropathy  report of a joint Task Force-second revision.,FALSE,"Van den Bergh PYK, van Doorn PA, Hadden RDM, Avau B, Vankrunkelsven P, Allen JA, Attarian S, Blomkwist-Markens PH, Cornblath DR, Eftimov F, Goedee HS, Harbo T, Kuwabara S, Lewis RA, Lunn MP, Nobile-Orazio E, Querol L, Rajabally YA, Sommer C, Topaloglu HA. European Academy of Neurology/Peripheral Nerve Society guideline on diagnosis and treatment of chronic inflammatory demyelinating polyradiculoneuropathy  report of a joint Task Force-second revision. J Peripher Nerv Syst. 2021 Sep;26(3) 242-268.  [226 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34085743/  PubMed )","[bcc47425c0a2cac0fbbd1f2b52aaba3d,7ozv9ccMwUv3nj4Gde4NZs,]","[European Academy of Neurology (EAN), Peripheral Nerve Society (PNS), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/ene.14959,2021 Sep,2021,10.1111/ene.14959
Published,3086,Regional analgesia for lower leg trauma and the risk of acute compartment syndrome.,FALSE,"Nathanson MH, Harrop-Griffiths W, Aldington DJ, Forward D, Mannion S, Kinnear-Mellor RGM, Miller KL, Ratnayake B, Wiles MD, Wolmarans MR. Regional analgesia for lower leg trauma and the risk of acute compartment syndrome. Anaesthesia. 2021 Nov;76(11) 1518-1525.  [49 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34096035/  PubMed )","[4hzWOZm9QXoNh3d2kIQbe6,]","[Association of Anaesthetists, ]",https //associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/epdf/10.1111/anae.15504,2021 Nov,2021,10.1111/anae.15504
Published,3087,Guideline on the peri-operative management of patients with sickle cell disease.,FALSE,"Walker I, Trompeter S, Howard J, Williams A, Bell R, Bingham R, Bankes M, Vercueil A, Dalay S, Whitaker D, Elton C. Guideline on the peri-operative management of patients with sickle cell disease. Anaesthesia. 2021 Jun;76(6) 805-817.  [44 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33533039/  PubMed )","[4hzWOZm9QXoNh3d2kIQbe6,]","[Association of Anaesthetists, ]",https //associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/epdf/10.1111/anae.15349,2021 Jun,2021,10.1111/anae.15349
Published,3088,Malignant hyperthermia 2020  guideline from the Association of Anaesthetists.,FALSE,"Hopkins PM, Girard T, Dalay S, Jenkins B, Thacker A, Patteril M, McGrady E. Malignant hyperthermia 2020  guideline from the Association of Anaesthetists. Anaesthesia. 2021 May;76(5) 655-664.  [49 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33399225/  PubMed )","[4hzWOZm9QXoNh3d2kIQbe6,]","[Association of Anaesthetists, ]",https //associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/epdf/10.1111/anae.15317,2021 May,2021,10.1111/anae.15317
Published,3089,Guideline on anaesthesia and sedation in breastfeeding women 2020  guideline from the Association of Anaesthetists.,FALSE,"Mitchell J, Jones W, Winkley E, Kinsella SM. Guideline on anaesthesia and sedation in breastfeeding women 2020  guideline from the Association of Anaesthetists. Anaesthesia. 2020 Nov;75(11) 1482-1493.  [44 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32737881/  PubMed )","[4hzWOZm9QXoNh3d2kIQbe6,]","[Association of Anaesthetists, ]",https //associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/epdf/10.1111/anae.15179,2020 Nov,2020,10.1111/anae.15179
Published,3090,Safety guideline  neurological monitoring associated with obstetric neuraxial block 2020  a joint guideline by the Association of Anaesthetists and the Obstetric Anaesthetists  Association.,FALSE,"Yentis SM, Lucas DN, Brigante L, Collis R, Cowley P, Denning S, Fawcett WJ, Gibson A. Safety guideline  neurological monitoring associated with obstetric neuraxial block 2020  a joint guideline by the Association of Anaesthetists and the Obstetric Anaesthetists  Association. Anaesthesia. 2020 Jul;75(7) 913-919.  [31 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32115697/  PubMed )","[4hzWOZm9QXoNh3d2kIQbe6,2wlQBrVncPfj75huZkaJuc,]","[Association of Anaesthetists, Obstetric Anaesthetists  Association (OAA), ]",https //associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/epdf/10.1111/anae.14993,2020 Jul,2020,10.1111/anae.14993
Published,3091,"Guidelines for the management of glucocorticoids during the peri-operative period for patients with adrenal insufficiency  guidelines from the Association of Anaesthetists, the Royal College of Physicians and the Society for Endocrinology UK.",FALSE,"Woodcock T, Barker P, Daniel S, Fletcher S, Wass JAH, Tomlinson 6JW, Misra U, Dattani M, Arlt W, Vercueil A. Guidelines for the management of glucocorticoids during the peri-operative period for patients with adrenal insufficiency  guidelines from the Association of Anaesthetists, the Royal College of Physicians and the Society for Endocrinology UK. Anaesthesia. 2020 May;75(5) 654-663.  [38 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32017012/  PubMed )","[4hzWOZm9QXoNh3d2kIQbe6,2izCPsyhJNvrGdO6GOY5OG,5FbLXrpNlJWCkprNVsuVCi,]","[Association of Anaesthetists, Royal College of Physicians (RCP), Society for Endocrinology, ]",https //associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/epdf/10.1111/anae.14963,2020 May,2020,10.1111/anae.14963
Published,3092,"Guidelines for safe transfer of the brain-injured patient  trauma and stroke, 2019  guidelines from the Association of Anaesthetists and the Neuro Anaesthesia and Critical Care Society.",FALSE,"Nathanson MH, Andrzejowski J, Dinsmore J, Eynon CA, Ferguson K, Hooper T, Kashyap A, Kendall J, McCormack V, Shinde S, Smith A, Thomas E. Guidelines for safe transfer of the brain-injured patient  trauma and stroke, 2019  guidelines from the Association of Anaesthetists and the Neuro Anaesthesia and Critical Care Society. Anaesthesia. 2020 Feb;75(2) 234-246.  [25 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31788789/  PubMed )","[4hzWOZm9QXoNh3d2kIQbe6,4vfgG7AmU2PE5MI7uc3cCP,]","[Association of Anaesthetists, Neuro Anaesthesia and Critical Care Society (NACCS), ]",https //associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/epdf/10.1111/anae.14866,2020 Feb,2020,10.1111/anae.14866
Published,3101,American Speech-Language-Hearing Association clinical practice guideline on aural rehabilitation for adults with hearing loss.,TRUE,"Basura G, Cienkowski K, Hamlin L, Ray C, Rutherford C, Stamper G, Schooling T, Ambrose J, Aural Rehabilitation Clinical Practice Guideline Development Panel. American Speech-Language-Hearing Association clinical practice guideline on aural rehabilitation for adults with hearing loss. Am J Audiol. 2023 Mar;32(1) 1-51. [PubMed](https //pubmed.ncbi.nlm.nih.gov/36374028/  PubMed )","[4gEOno7DoalrwSDnBGpKzk,]","[American Speech-Language-Hearing Association (ASHA), ]",https //pubs.asha.org/doi/epdf/10.1044/2022_AJA-21-00252,2023 Mar,2023,10.1044/2022_AJA-21-00252
