"","STATUS","unique_id","title","meets_inclusion_criteria","source","professional_medical_society_code","professional_medical_society","link","publication_reaffirmation_date","year"
"1924","Published",1923,"KDOQI clinical practice guideline for vascular access  2019 update.",TRUE,"Lok CE, Huber TS, Lee T, Shenoy S, Yevzlin AS, Abreo K, Allon M, Asif A, Astor BC, Glickman MH, Graham J, Moist LM, Rajan DK, Roberts C, Vachharajani TJ, Valentini RP, National Kidney Foundation. KDOQI clinical practice guideline for vascular access  2019 update. Am J Kidney Dis. 2020 Apr;75(4 Suppl 2) S1-S164.  [667 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32778223/  PubMed )","[e29a5ebfe3fab43756a9b5a824d2db30,]","[National Kidney Foundation (NKF), ]","https //www.ajkd.org/action/showPdf?pii=S0272-6386%2819%2931137-0","2020 Apr",2020
"1925","Published",1924,"Scientific and Standardization Committee communication  clinical guidance on the diagnosis, prevention, and treatment of venous thromboembolism in hospitalized patients with COVID-19.",FALSE,"Spyropoulos AC, Levy JH, Ageno W, Connors JM, Hunt BJ, Iba T, Levi M, Samama CM, Thachil J, Giannis D, Douketis JD, Subcommittee on Perioperative, Critical Care Thrombosis, Haemostasis of the Scientific, Standardization Committee of the International Society on Thrombosis and Haemostasis. Scientific and Standardization Committee communication  clinical guidance on the diagnosis, prevention, and treatment of venous thromboembolism in hospitalized patients with COVID-19. J Thromb Haemost. 2020 Aug;18(8) 1859-1865.  [36 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32459046/  PubMed )","[739eRIDyaIrDYB8nxhCyQC,]","[International Society on Thrombosis and Haemostasis (ISTH), ]","https //onlinelibrary.wiley.com/doi/epdf/10.1111/jth.14929","2020 Aug",2020
"1926","Published",1925,"Thromboembolic prevention and anticoagulant therapy during the COVID-19 pandemic  updated clinical guidance from the Anticoagulation Forum.",FALSE,"Barnes GD, Burnett A, Allen A, Ansell J, Blumenstein M, Clark NP, Crowther M, Dager WE, Deitelzweig SB, Ellsworth S, Garcia D, Kaatz S, Raffini L, Rajasekhar A, Van Beek A, Minichiello T. Thromboembolic prevention and anticoagulant therapy during the COVID-19 pandemic  updated clinical guidance from the Anticoagulation Forum. J Thromb Thrombolysis. 2022 Aug;54(2) 197-210.  [47 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35579732/  PubMed )","[3ju5IIlwMSHUY86MiQi6a8,]","[Anticoagulation Forum, ]","https //link.springer.com/article/10.1007/s11239-022-02643-3","2022 Aug",2022
"1927","Published",1926,"AGA clinical practice guidelines on the gastrointestinal evaluation of iron deficiency anemia.",FALSE,"Ko CW, Siddique SM, Patel A, Harris A, Sultan S, Altayar O, Falck-Ytter Y. AGA clinical practice guidelines on the gastrointestinal evaluation of iron deficiency anemia. Gastroenterology. 2020 Sep;159(3) 1085-1094.  [27 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32810434/  PubMed )","[355227a398fcdf8fee1c6b32886dccf1,]","[American Gastroenterological Association (AGA) Institute, ]","https //www.gastrojournal.org/action/showPdf?pii=S0016-5085%2820%2934847-2","2020 Sep",2020
"1928","Published",1927,"ACOG practice bulletin no. 225  medication abortion up to 70 days of gestation.",FALSE,"Creinin MD, Grossman DA, Committee on Practice Bulletins—Gynecology, Society of Family Planning. ACOG practice bulletin no. 225  medication abortion up to 70 days of gestation. Obstet Gynecol. 2020 Oct;136(4) e31-e47.  [128 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32804884/  PubMed )","[8369806843571e0649672241eac6ca6c,053cfbeb49219f432326078d28cca280,]","[American College of Obstetricians and Gynecologists (ACOG), Society of Family Planning (SFP), ]","https //journals.lww.com/greenjournal/Fulltext/2020/10000/Medication_Abortion_Up_to_70_Days_of_Gestation_.43.aspx","2020 Oct",2020
"1929","Published",1928,"KDIGO 2022 clinical practice guideline for diabetes management in chronic kidney disease.",TRUE,"Kidney Disease  Improving Global Outcomes (KDIGO) Diabetes Work Group. KDIGO 2022 clinical practice guideline for diabetes management in chronic kidney disease. Kidney Int. 2022 Nov;102(5S) S1-S127.  [468 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36272764/  PubMed )","[10b5f1289c485c2582a9a7621329ae93,]","[Kidney Disease  Improving Global Outcomes (KDIGO), ]","https //kdigo.org/wp-content/uploads/2022/10/KDIGO-2022-Clinical-Practice-Guideline-for-Diabetes-Management-in-CKD.pdf","2022 Nov",2022
"1930","Published",1929,"Insect bites and stings  antimicrobial prescribing.",TRUE,"National Institute for Health and Care Excellence (NICE), Public Health England (PHE). Insect bites and stings  antimicrobial prescribing. London (UK)  National Institute for Health and Care Excellence (NICE); 2020 Sep 22. 16 p. (NICE guideline; no. 182)","[98c36041002547b2fc68cd7d2fc19855,c06c224e8707f64ab57afaf94809a6d7,]","[National Institute for Health and Care Excellence (NICE), Public Health England (PHE), ]","https //www.nice.org.uk/guidance/ng182","2020 Sep 22",2020
"1931","Published",1930,"Should remdesivir be used for the treatment of patients with COVID-19? Rapid, living practice points from the American College of Physicians (version 2).",TRUE,"Qaseem A, Yost J, Etxeandia-Ikobaltzeta I, Abraham GM, Jokela JA, Forciea MA, Miller MC, Humphrey LL. Should remdesivir be used for the treatment of patients with COVID-19? Rapid, living practice points from the American College of Physicians (version 2). Ann Intern Med. 2021 May;174(5) 673-679.  [20 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33560862/  PubMed )","[0094f490fb06277603f1f3c9e429633b,]","[American College of Physicians (ACP), ]","https //www.acpjournals.org/doi/10.7326/M20-8101","2021 May",2021
"1932","Published",1931,"Management of toxicities from immunotherapy  ESMO clinical practice guideline for diagnosis, treatment and follow-up.",FALSE,"Haanen J, Obeid M, Spain L, Carbonnel F, Wang Y, Robert C, Lyon AR, Wick W, Kostine M, Peters S, Jordan K, Larkin J. Management of toxicities from immunotherapy  ESMO clinical practice guideline for diagnosis, treatment and follow-up. Ann Oncol. 2022 Dec;33(12) 1217-1238.  [115 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36270461/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2822%2904187-4","2022 Dec",2022
"1933","Archived",1932,"Management of infusion reactions to systemic anticancer therapy  ESMO clinical practice guidelines.",FALSE,"Roselló S, Blasco I, García Fabregat L, Cervantes A, Jordan K, ESMO Guidelines Committee. Management of infusion reactions to systemic anticancer therapy  ESMO clinical practice guidelines. Ann Oncol. 2017 Jul 1;28(suppl_4) iv100-iv118.  [91 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/28881914/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2942146-7/pdf","2017 Jul 1",2017
"1934","Archived",1933,"EANO-ESMO clinical practice guidelines for diagnosis, treatment and follow-up of patients with leptomeningeal metastasis from solid tumours.",FALSE,"Le Rhun E, Weller M, Brandsma D, Van den Bent M, de Azambuja E, Henriksson R, Boulanger T, Peters S, Watts C, Wick W, Wesseling P, Rudà R, Preusser M, EANO Executive Board and ESMO Guidelines Committee. EANO-ESMO clinical practice guidelines for diagnosis, treatment and follow-up of patients with leptomeningeal metastasis from solid tumours. Ann Oncol. 2017 Jul 1;28(suppl_4) iv84-iv99.  [147 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/28881917/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,3oQ3QZRXYhHmXp55Uwx2La,]","[European Society for Medical Oncology (ESMO), European Association of Neuro-oncology (EANO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2942149-2/pdf","2017 Jul 1",2017
"1935","Archived",1934,"Early and locally advanced non-small-cell lung cancer (NSCLC)  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Postmus PE, Kerr KM, Oudkerk M, Senan S, Waller DA, Vansteenkiste J, Escriu C, Peters S, ESMO Guidelines Committee. Early and locally advanced non-small-cell lung cancer (NSCLC)  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2017 Jul 1;28(suppl_4) iv1-iv21.  [139 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/28881918/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.esmo.org/guidelines/lung-and-chest-tumours/early-stage-and-locally-advanced-non-metastatic-non-small-cell-lung-cancer","2017 Jul 1",2017
"1936","Published",1935,"Multiple myeloma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Dimopoulos MA, Moreau P, Terpos E, Mateos MV, Zweegman S, Cook G, Delforge M, Hájek R, Schjesvold F, Cavo M, Goldschmidt H, Facon T, Einsele H, Boccadoro M, San-Miguel J, Sonneveld P, Mey U. Multiple myeloma  EHA-ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2021 Mar;32(3) 309-322.  [90 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33549387/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,1PiuQ7FUHg5uRNudKdQ02A,]","[European Society for Medical Oncology (ESMO), European Hematology Association (EHA), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2820%2943169-2","2021 Mar",2021
"1937","Archived",1936,"Newly diagnosed and relapsed mantle cell lymphoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Dreyling M, Campo E, Hermine O, Jerkeman M, Le Gouill S, Rule S, Shpilberg O, Walewski J, Ladetto M, ESMO Guidelines Committee. Newly diagnosed and relapsed mantle cell lymphoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2017 Jul 1;28(suppl_4) iv62-iv71.  [58 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/28881919/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2942151-0/pdf","2017 Jul 1",2017
"1938","Published",1937,"ESMO consensus conference on malignant lymphoma  general perspectives and recommendations for the clinical management of the elderly patient with malignant lymphoma.",FALSE,"Buske C, Hutchings M, Ladetto M, Goede V, Mey U, Soubeyran P, Spina M, Stauder R, Trněný M, Wedding U, Fields P, ESMO Lymphoma Consensus Conference Panel Members. ESMO consensus conference on malignant lymphoma  general perspectives and recommendations for the clinical management of the elderly patient with malignant lymphoma. Ann Oncol. 2018 Mar 1;29(3) 544-562.  [134 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29194473/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2935482-1/pdf","2018 Mar 1",2018
"1939","Archived",1938,"Chronic myeloid leukaemia  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Hochhaus A, Saussele S, Rosti G, Mahon FX, Janssen JJWM, Hjorth-Hansen H, Richter J, Buske C, ESMO Guidelines Committee. Chronic myeloid leukaemia  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2017 Jul 1;28(suppl_4) iv41-iv51.  [43 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/28881915/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2942147-9/pdf","2017 Jul 1",2017
"1940","Archived",1939,"Cervical cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Marth C, Landoni F, Mahner S, McCormack M, Gonzalez-Martin A, Colombo N, ESMO Guidelines Committee. Cervical cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2017 Jul 1;28(suppl_4) iv72-iv83.  [75 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/28881916/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.esmo.org/guidelines/gynaecological-cancers/cervical-cancer","2017 Jul 1",2017
"1941","Archived",1940,"Rectal cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Glynne-Jones R, Wyrwicz L, Tiret E, Brown G, Rödel C, Cervantes A, Arnold D, ESMO Guidelines Committee. Rectal cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2017 Jul 1;28(suppl_4) iv22-iv40.  [108 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/28881920/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2942152-2/pdf","2017 Jul 1",2017
"1942","Archived",1941,"2016 MASCC and ESMO guideline update for the prevention of chemotherapy- and radiotherapy-induced nausea and vomiting and of nausea and vomiting in advanced cancer patients.",FALSE,"Roila F, Molassiotis A, Herrstedt J, Aapro M, Gralla RJ, Bruera E, Clark-Snow RA, Dupuis LL, Einhorn LH, Feyer P, Hesketh PJ, Jordan K, Olver I, Rapoport BL, Roscoe J, Ruhlmann CH, Walsh D, Warr D, van der Wetering M, MASCC/ESMO Consensus Conference Copenhagen 2015. 2016 MASCC and ESMO guideline update for the prevention of chemotherapy- and radiotherapy-induced nausea and vomiting and of nausea and vomiting in advanced cancer patients. Ann Oncol. 2016 Sep;27(suppl 5) v119-v133.  [68 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/27664248/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,18597834606b758806b2245a7b200340,]","[European Society for Medical Oncology (ESMO), Multinational Association of Supportive Care in Cancer (MASCC), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931641-2/pdf","2016 Sep",2016
"1943","Archived",1942,"Management of febrile neutropaenia  ESMO clinical practice guidelines.",FALSE,"Klastersky J, de Naurois J, Rolston K, Rapoport B, Maschmeyer G, Aapro M, Herrstedt J, ESMO Guidelines Committee. Management of febrile neutropaenia  ESMO clinical practice guidelines. Ann Oncol. 2016 Sep;27(suppl 5) v111-v118.  [34 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/27664247/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931643-6/pdf","2016 Sep",2016
"1944","Published",1944,"Newly diagnosed and relapsed follicular lymphoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Dreyling M, Ghielmini M, Rule S, Salles G, Ladetto M, Tonino SH, Herfarth K, Seymour JF, Jerkeman M. Newly diagnosed and relapsed follicular lymphoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2021 Mar;32(3) 298-308.  [60 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33249059/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2820%2943163-1","2021 Mar",2021
"1945","Archived",1945,"Extranodal diffuse large B-cell lymphoma (DLBCL) and primary mediastinal B-cell lymphoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Vitolo U, Seymour JF, Martelli M, Illerhaus G, Illidge T, Zucca E, Campo E, Ladetto M, ESMO Guidelines Committee. Extranodal diffuse large B-cell lymphoma (DLBCL) and primary mediastinal B-cell lymphoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2016 Sep;27(suppl 5) v91-v102.  [55 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/27377716/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931640-0/pdf","2016 Sep",2016
"1946","Archived",1946,"Acute lymphoblastic leukaemia in adult patients  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Hoelzer D, Bassan R, Dombret H, Fielding A, Ribera JM, Buske C, ESMO Guidelines Committee. Acute lymphoblastic leukaemia in adult patients  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2016 Sep;27(suppl 5) v69-v82.  [100 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/27056999/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931639-4/pdf","2016 Sep",2016
"1947","Published",1947,"Oesophageal cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up.",FALSE,"Obermannová R, Alsina M, Cervantes A, Leong T, Lordick F, Nilsson M, van Grieken NCT, Vogel A, Smyth EC. Oesophageal cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up. Ann Oncol. 2022 Oct;33(10) 992-1004.  [93 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35914638/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2822%2901850-6","2022 Oct",2022
"1948","Published",1948,"Gastric cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up.",FALSE,"Lordick F, Carneiro F, Cascinu S, Fleitas T, Haustermans K, Piessen G, Vogel A, Smyth EC. Gastric cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up. Ann Oncol. 2022 Oct;33(10) 1005-1020.  [114 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35914639/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2822%2901851-8","2022 Oct",2022
"1949","Published",1949,"Biliary tract cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up.",FALSE,"Vogel A, Bridgewater J, Edeline J, Kelley RK, Klümpen HJ, Malka D, Primrose JN, Rimassa L, Stenzinger S, Valle JW, Ducreux M. Biliary tract cancer  ESMO clinical practice guideline for diagnosis, treatment and follow-up. Ann Oncol. 2023 Feb;34(2) 127-140.  [113 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/36372281/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2822%2904699-3","2023 Feb",2023
"1950","Published",1950,"Prostate cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Parker C, Castro E, Fizazi K, Heidenreich A, Ost P, Procopio G, Tombal B, Gillessen S, ESMO Guidelines Committee. Prostate cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2020 Sep;31(9) 1119-1134.  [106 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32593798/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2820%2939898-7","2020 Sep",2020
"1951","Published",1951,"Systemic anticancer therapy-induced peripheral and central neurotoxicity  ESMO-EONS-EANO clinical practice guidelines for diagnosis, prevention, treatment and follow-up.",FALSE,"Jordan B, Margulies A, Cardoso F, Cavaletti G, Haugnes HS, Jahn P, Le Rhun E, Preusser M, Scotté F, Taphoorn MJB, Jordan K, ESMO Guidelines Committee, EONS Education Working Group, EANO Guideline Committee. Systemic anticancer therapy-induced peripheral and central neurotoxicity  ESMO-EONS-EANO clinical practice guidelines for diagnosis, prevention, treatment and follow-up. Ann Oncol. 2020 Oct;31(10) 1306-1319.  [106 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32739407/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,3SF28YwT0IjAL6Xa7R9u27,3oQ3QZRXYhHmXp55Uwx2La,]","[European Society for Medical Oncology (ESMO), European Oncology Nursing Society (EONS), European Association of Neuro-oncology (EANO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2820%2939938-5","2020 Oct",2020
"1952","Published",1952,"Localised colon cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Argilés G, Tabernero J, Labianca R, Hochhauser D, Salazar R, Iveson T, Laurent-Puig P, Quirke P, Yoshino T, Taieb J, Martinelli E, Arnold D, ESMO Guidelines Committee. Localised colon cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2020 Oct;31(10) 1291-1305.  [104 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32702383/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2820%2939932-4","2020 Oct",2020
"1953","Published",1953,"Hepatocellular carcinoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Vogel A, Cervantes A, Chau I, Daniele B, Llovet JM, Meyer T, Nault J-C, Neumann U, Ricke J, Sangro B, Schirmacher P, Verslype C, Zech CJ, Arnold D, Martinelli E, ESMO Guidelines Committee. Hepatocellular carcinoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv238-iv255.  [139 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/30285213/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2819%2931711-9","2018 Oct 1",2018
"1954","Published",1954,"Non-epithelial ovarian cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Ray-Coquard I, Morice P, Lorusso D, Prat J, Oaknin A, Pautier P, Colombo N, ESMO Guidelines Committee. Non-epithelial ovarian cancer  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv1-iv18.  [58 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29697741/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931689-8/pdf","2018 Oct 1",2018
"1955","Published",1955,"Hodgkin lymphoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Eichenauer DA, Aleman BMP, André M, Federico M, Hutchings M, Illidge T, Engert A, Ladetto M, ESMO Guidelines Committee. Hodgkin lymphoma  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv19-iv29.  [50 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29796651/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931690-4/pdf","2018 Oct 1",2018
"1956","Published",1956,"ESMO consensus conference on malignant lymphoma  management of  ultra-high-risk  patients.",FALSE,"Hutchings M, Ladetto M, Buske C, de Nully Brown P, Ferreri AJM, Pfreundschuh M, Schmitz N, Sureda Balari A, van Imhoff G, Walewski J, ESMO Lymphoma Consensus Conference Panel Members. ESMO consensus conference on malignant lymphoma  management of  ultra-high-risk  patients. Ann Oncol. 2018 Aug 1;29(8) 1687-1700.  [108 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29796651/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2934106-7/pdf","2018 Aug 1",2018
"1957","Published",1957,"Primary cutaneous lymphomas  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Willemze R, Hodak E, Zinzani PL, Specht L, Ladetto M, ESMO Guidelines Committee. Primary cutaneous lymphomas  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv30-iv40.  [57 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29878045/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931693-X/pdf","2018 Oct 1",2018
"1958","Published",1958,"Waldenström s macroglobulinaemia  ESMO clinical practice guidelines for diagnosis, treatment and follow-up.",FALSE,"Kastritis E, Leblond V, Dimopoulos MA, Kimby E, Staber P, Kersten MJ, Tedeschi A, Buske C, ESMO Guidelines Committee. Waldenström s macroglobulinaemia  ESMO clinical practice guidelines for diagnosis, treatment and follow-up. Ann Oncol. 2018 Oct 1;29(Suppl 4) iv41-iv50.  [60 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/29982402/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,]","[European Society for Medical Oncology (ESMO), ]","https //www.annalsofoncology.org/article/S0923-7534%2819%2931695-3/pdf","2018 Oct 1",2018
"1959","Published",1959,"Bone sarcomas  ESMO-EURACAN-GENTURIS-ERN PaedCan clinical practice guideline for diagnosis, treatment and follow-up.",FALSE,"Strauss SJ, Frezza AM, Abecassis N, Bajpai J, Bauer S, Biagini R, Bielack S, Blay JY, Bolle S, Bonvalot S, Boukovinas I, Bovee JVMG, Boye K, Brennan B, Brodowicz T, Buonadonna A, de Álava E, Dei Tos AP, Garcia Del Muro X, Dufresne A, Eriksson M, Fagioli F, Fedenko A, Ferraresi V, Ferrari A, Gaspar N, Gasperoni S, Gelderblom H, Gouin F, Grignani G, Gronchi A, Haas R, Hassan AB, Hecker-Nolting S, Hindi N, Hohenberger P, Joensuu H, Jones RL, Jungels C, Jutte P, Kager L, Kasper B, Kawai A, Kopeckova K, Krákorová DA, Le Cesne A, Le Grange F, Legius E, Leithner A, López Pousa A, Martin-Broto J, Merimsky O, Messiou C, Miah AB, Mir O, Montemurro M, Morland B, Morosi C, Palmerini E, Pantaleo MA, Piana R, Piperno-Neumann S, Reichardt P, Rutkowski P, Safwat AA, Sangalli C, Sbaraglia M, Scheipl S, Schöffski P, Sleijfer S, Strauss D, Sundby Hall K, Trama A, Unk M, van de Sande MAJ, van der Graaf WTA, van Houdt WJ, Frebourg T, Ladenstein R, Casali PG, Stacchiotti S. Bone sarcomas  ESMO-EURACAN-GENTURIS-ERN PaedCan clinical practice guideline for diagnosis, treatment and follow-up. Ann Oncol. 2021 Dec;32(12) 1520-1536.  [100 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34500044/  PubMed )","[5wMrGcfiXKDINt2UZkDDyP,121KdR4pSb45a2O9DQiu03,7fnKr0CuYexusucetQU4C9,4Rc0TmlAa5Fp94Lk5bvKOb,]","[European Society for Medical Oncology (ESMO), European Reference Network for Paediatric Oncology (PaedCan), European Reference Network for Rare Adult Solid Cancers (EURACAN), European Reference Network for Genetic Tumour Risk Syndromes (GENTURIS), ]","https //www.annalsofoncology.org/action/showPdf?pii=S0923-7534%2821%2904280-0","2021 Dec",2021
